aX,aY,aZ,gX,gY,gZ
0.126,0.001,1.582,-21.606,-3.113,6.897
0.110,-0.007,1.560,-14.160,-2.380,6.470
0.107,-0.010,1.525,-8.301,-2.380,6.470
0.101,-0.001,1.501,-3.662,-1.465,5.920
0.084,0.014,1.484,0.854,-0.427,5.737
0.061,0.018,1.466,5.859,-0.610,6.409
0.062,0.017,1.458,11.597,-0.488,6.226
0.072,0.004,1.461,18.250,-0.488,5.737
0.079,-0.028,1.474,23.865,-0.610,5.615
0.079,-0.052,1.484,27.771,-0.366,5.493
0.072,-0.067,1.481,30.640,-0.671,4.639
0.057,-0.082,1.470,32.410,0.122,4.089
0.042,-0.099,1.449,33.447,0.488,3.052
0.055,-0.120,1.427,32.043,0.061,1.648
0.055,-0.122,1.399,27.161,0.244,1.038
0.017,-0.124,1.369,20.630,-0.916,1.648
-0.009,-0.112,1.352,14.832,-1.038,1.831
-0.013,-0.123,1.335,10.254,-0.061,1.038
-0.007,-0.134,1.313,6.165,-0.122,-0.427
-0.018,-0.134,1.291,1.892,-1.404,-1.709
-0.046,-0.113,1.277,-1.038,-2.563,-2.502
-0.081,-0.090,1.253,-0.610,-2.747,-2.502
-0.103,-0.081,1.231,3.052,-2.136,-2.747
-0.100,-0.086,1.215,7.202,0.000,-2.502
-0.096,-0.104,1.209,8.850,2.563,-1.343
-0.049,-0.140,1.201,6.042,3.479,-1.282
-0.026,-0.139,1.199,-1.648,1.892,-1.038
-0.043,-0.113,1.172,-11.536,0.854,0.244
-0.079,-0.083,1.126,-19.226,3.601,0.916
-0.107,-0.061,1.083,-21.973,10.132,0.671
-0.115,-0.039,1.046,-19.165,19.714,-0.244
-0.137,-0.023,1.012,-10.803,30.396,-1.038
-0.124,-0.035,1.000,0.061,44.373,-1.221
-0.088,-0.050,1.001,9.705,59.692,-0.977
-0.053,-0.067,1.000,16.418,70.618,0.366
-0.035,-0.083,1.000,20.081,76.111,1.953
-0.001,-0.093,0.976,21.240,78.918,3.723
0.035,-0.091,0.955,20.447,79.102,5.371
0.040,-0.079,0.940,20.142,77.148,6.775
0.039,-0.070,0.920,22.034,77.515,8.789
0.052,-0.066,0.896,24.902,80.627,10.498
0.066,-0.069,0.862,27.283,82.275,11.902
0.079,-0.077,0.841,28.015,80.505,13.123
0.081,-0.083,0.817,26.855,76.294,12.756
0.087,-0.091,0.799,22.766,70.740,12.146
0.074,-0.101,0.787,16.785,64.026,10.803
0.045,-0.101,0.776,9.644,55.969,9.766
0.012,-0.092,0.763,4.700,49.133,8.850
0.010,-0.089,0.766,3.967,44.250,8.301
0.014,-0.085,0.774,8.911,41.443,8.240
0.019,-0.089,0.771,18.677,40.222,8.118
0.062,-0.106,0.768,29.114,38.452,7.690
0.117,-0.123,0.766,34.729,33.020,6.836
0.153,-0.132,0.747,33.936,22.583,4.944
0.152,-0.120,0.708,25.940,9.460,2.319
0.118,-0.109,0.667,13.367,-2.502,0.977
0.089,-0.094,0.612,-0.671,-9.766,0.488
0.067,-0.075,0.554,-12.817,-14.648,-0.366
0.036,-0.064,0.507,-21.118,-19.348,-1.282
0.006,-0.052,0.475,-25.452,-23.010,-2.441
-0.006,-0.049,0.443,-25.635,-21.667,-4.089
-0.013,-0.046,0.428,-21.729,-14.587,-5.615
-0.007,-0.053,0.422,-15.503,-4.822,-6.104
0.003,-0.059,0.435,-8.545,7.263,-5.859
0.015,-0.065,0.459,-1.953,20.081,-4.761
0.039,-0.080,0.488,3.296,32.593,-2.502
0.056,-0.089,0.507,5.493,42.297,0.061
0.060,-0.092,0.507,4.211,46.997,3.235
0.071,-0.100,0.486,1.526,46.143,6.104
0.079,-0.091,0.440,-2.441,41.016,8.118
0.072,-0.082,0.392,-5.371,32.959,9.338
0.065,-0.069,0.347,-7.263,24.963,9.705
0.066,-0.060,0.307,-7.324,19.714,9.338
0.067,-0.060,0.293,-5.859,18.555,8.667
0.075,-0.058,0.306,-4.456,19.226,7.812
0.076,-0.053,0.313,-3.845,19.226,6.470
0.082,-0.052,0.331,-2.502,17.700,5.005
0.083,-0.047,0.348,-1.404,15.381,3.540
0.084,-0.039,0.356,0.183,13.000,2.319
0.104,-0.036,0.369,1.587,13.062,1.221
0.131,-0.033,0.387,2.258,13.123,0.671
0.158,-0.038,0.402,2.075,10.742,0.183
0.190,-0.044,0.410,1.099,5.737,-0.122
0.205,-0.049,0.420,-1.465,-0.305,0.122
0.198,-0.062,0.430,-4.395,-6.287,0.305
0.184,-0.073,0.434,-7.141,-12.085,0.488
0.162,-0.067,0.438,-8.850,-18.372,-0.305
0.148,-0.065,0.464,-7.935,-22.461,-1.221
0.138,-0.065,0.504,-5.371,-24.719,-2.625
0.115,-0.070,0.555,-1.221,-27.283,-4.883
0.094,-0.081,0.604,3.357,-30.884,-7.019
0.096,-0.081,0.638,6.531,-34.668,-9.094
0.096,-0.083,0.654,8.423,-39.734,-11.108
0.096,-0.086,0.658,10.254,-44.739,-12.573
0.092,-0.076,0.643,11.536,-49.011,-14.160
0.071,-0.062,0.620,13.123,-52.612,-15.991
0.033,-0.062,0.611,16.357,-53.955,-17.334
0.015,-0.060,0.621,20.508,-52.124,-17.395
-0.012,-0.069,0.659,24.719,-46.631,-18.311
-0.023,-0.089,0.710,28.015,-38.208,-19.226
-0.021,-0.108,0.762,28.931,-26.855,-18.616
-0.010,-0.148,0.820,27.405,-15.625,-16.724
-0.001,-0.186,0.910,22.278,-11.047,-14.465
0.041,-0.211,1.000,13.550,-15.381,-13.428
0.105,-0.214,1.046,2.625,-26.123,-13.000
0.162,-0.202,1.055,-8.545,-40.039,-13.367
0.183,-0.178,1.015,-17.822,-55.420,-15.259
0.190,-0.154,0.941,-25.269,-70.313,-18.311
0.148,-0.128,0.845,-28.748,-85.327,-22.156
0.077,-0.118,0.751,-28.198,-96.802,-25.330
0.018,-0.098,0.683,-26.123,-96.497,-25.513
-0.045,-0.072,0.657,-22.888,-81.055,-21.912
-0.106,-0.062,0.701,-19.226,-58.167,-15.747
-0.110,-0.076,0.822,-17.944,-38.696,-11.169
-0.077,-0.093,0.992,-21.240,-28.442,-8.728
-0.003,-0.099,1.156,-28.381,-25.757,-4.700
0.041,-0.103,1.288,-36.499,-25.513,-0.610
0.055,-0.072,1.354,-41.199,-24.902,3.174
0.044,-0.006,1.307,-39.551,-20.935,7.507
0.102,-0.045,1.257,-31.128,-9.949,9.949
0.049,-0.035,1.161,-15.198,-10.620,8.728
-0.052,-0.050,1.060,4.089,-16.541,8.972
-0.114,-0.086,0.975,22.034,-19.104,8.728
-0.121,-0.112,0.951,34.180,-14.771,5.920
-0.118,-0.124,0.994,39.612,-5.066,3.540
-0.126,-0.125,1.075,39.307,3.723,3.052
-0.091,-0.121,1.193,34.668,5.920,2.197
-0.018,-0.124,1.299,27.222,0.061,-0.244
0.056,-0.112,1.346,19.714,-7.812,-3.235
0.071,-0.107,1.349,13.916,-15.198,-5.066
0.029,-0.108,1.333,9.705,-18.921,-6.653
-0.034,-0.101,1.274,5.859,-19.653,-7.996
-0.077,-0.109,1.199,2.869,-18.555,-8.789
-0.135,-0.098,1.165,0.488,-15.442,-8.850
-0.192,-0.110,1.179,-0.854,-12.451,-8.240
-0.184,-0.135,1.216,-1.953,-10.925,-7.690
-0.105,-0.149,1.274,-3.723,-10.559,-7.446
-0.008,-0.138,1.370,-4.639,-11.963,-7.141
0.054,-0.130,1.464,-2.625,-17.273,-6.958
0.070,-0.130,1.514,2.136,-21.973,-6.226
-0.050,-0.146,1.520,5.676,-22.034,-4.333
0.080,-0.152,1.502,5.615,-12.634,-2.014
0.049,-0.166,1.416,5.920,-21.606,-3.418
-0.027,-0.190,1.396,1.831,-36.438,-4.333
-0.038,-0.211,1.429,-4.578,-34.363,-2.075
-0.013,-0.185,1.493,-10.864,-30.945,-3.418
0.054,-0.167,1.561,-13.916,-23.315,-3.113
0.134,-0.169,1.656,-13.733,-12.756,-1.404
0.193,-0.146,1.741,-12.207,-3.845,0.977
0.207,-0.145,1.775,-8.911,2.930,4.578
0.183,-0.148,1.760,-4.883,8.911,7.690
0.148,-0.146,1.711,-2.380,12.756,10.132
0.112,-0.157,1.651,-1.343,13.245,11.841
0.084,-0.165,1.594,-1.648,11.963,13.611
0.069,-0.165,1.554,-2.808,11.353,14.832
0.066,-0.161,1.513,-3.784,12.634,15.564
0.059,-0.151,1.484,-3.967,14.709,16.174
0.059,-0.136,1.469,-2.869,15.930,15.808
0.046,-0.124,1.456,0.061,16.479,15.259
0.017,-0.122,1.463,4.883,17.578,14.038
0.017,-0.134,1.467,10.437,19.226,12.329
0.028,-0.152,1.464,15.320,20.325,11.353
0.036,-0.162,1.467,18.921,19.775,10.498
0.050,-0.172,1.460,20.508,19.348,10.559
0.071,-0.194,1.454,20.386,18.738,11.353
0.086,-0.212,1.435,18.555,16.663,12.085
0.084,-0.213,1.402,15.076,13.794,12.573
0.073,-0.214,1.372,10.498,12.085,13.123
0.068,-0.207,1.344,5.371,11.414,13.184
0.055,-0.192,1.327,0.488,9.827,12.146
0.023,-0.165,1.323,-3.540,8.118,11.047
-0.013,-0.138,1.327,-5.371,8.911,10.498
-0.028,-0.129,1.335,-4.517,13.123,10.376
-0.024,-0.135,1.337,-0.671,19.714,10.376
-0.011,-0.159,1.327,4.028,26.062,9.521
0.011,-0.168,1.294,6.897,32.776,8.667
0.007,-0.187,1.265,8.301,38.391,9.033
0.020,-0.206,1.232,6.958,43.579,9.949
0.040,-0.202,1.209,1.770,47.119,8.911
0.051,-0.193,1.193,-5.432,47.302,8.301
0.049,-0.179,1.167,-13.611,45.532,7.568
0.034,-0.156,1.142,-21.118,43.701,6.226
0.037,-0.133,1.122,-26.306,42.297,4.883
0.017,-0.110,1.103,-28.809,42.664,4.639
-0.036,-0.078,1.073,-27.283,44.617,5.493
-0.059,-0.064,1.036,-21.179,46.570,5.493
-0.063,-0.061,1.003,-12.695,50.720,5.127
-0.059,-0.076,0.986,-3.357,53.955,5.005
-0.035,-0.086,0.965,4.822,54.810,3.967
0.005,-0.098,0.951,11.047,56.335,2.930
0.043,-0.107,0.936,14.343,58.289,2.014
0.073,-0.118,0.917,14.282,58.777,1.404
0.107,-0.121,0.874,10.559,57.922,1.587
0.132,-0.111,0.830,5.371,55.969,1.892
0.127,-0.097,0.800,0.854,52.490,1.587
0.101,-0.075,0.785,-1.404,50.598,1.770
0.066,-0.076,0.786,-0.427,51.880,2.747
0.047,-0.076,0.798,1.709,54.260,4.028
0.051,-0.085,0.815,3.601,55.237,5.554
0.073,-0.102,0.824,5.066,52.673,5.981
0.104,-0.103,0.811,5.371,45.837,5.615
0.110,-0.100,0.791,4.761,35.156,5.493
0.106,-0.101,0.792,3.601,23.743,5.005
0.104,-0.103,0.793,1.221,13.794,4.395
0.093,-0.104,0.780,-2.502,4.944,4.272
0.105,-0.091,0.735,-7.812,-3.174,3.906
0.108,-0.068,0.695,-12.634,-12.024,3.479
0.074,-0.053,0.662,-15.259,-22.095,3.418
0.033,-0.046,0.622,-14.648,-29.175,3.296
0.025,-0.053,0.590,-11.414,-31.250,2.930
0.032,-0.064,0.576,-7.324,-28.198,2.380
0.052,-0.069,0.560,-4.211,-23.254,1.160
0.075,-0.083,0.542,-1.892,-19.165,0.244
0.089,-0.079,0.507,-1.160,-16.479,-0.122
0.090,-0.069,0.466,-1.282,-15.564,-0.549
0.092,-0.057,0.414,-0.732,-13.916,-1.038
0.090,-0.049,0.363,-0.061,-7.874,-0.488
0.105,-0.043,0.325,-0.366,5.066,0.549
0.114,-0.031,0.296,-2.014,21.973,2.075
0.118,-0.038,0.300,-2.380,35.034,3.723
0.125,-0.050,0.341,-0.305,41.870,4.395
0.139,-0.053,0.386,2.380,46.448,4.639
0.130,-0.061,0.400,4.395,50.903,5.859
0.128,-0.079,0.398,6.836,54.688,6.775
0.135,-0.079,0.393,8.057,56.641,6.470
0.138,-0.085,0.395,7.996,55.786,5.676
0.124,-0.092,0.399,7.507,50.171,5.310
0.106,-0.094,0.398,6.165,40.222,4.822
0.084,-0.080,0.391,4.639,28.015,3.357
0.076,-0.071,0.388,3.601,17.700,1.953
0.081,-0.065,0.385,2.747,10.071,1.648
0.087,-0.059,0.385,2.258,4.028,2.075
0.098,-0.049,0.396,1.526,-0.793,2.136
0.099,-0.033,0.384,0.366,-3.357,2.625
0.118,-0.030,0.383,0.061,-2.991,3.052
0.138,-0.035,0.397,0.122,-1.587,2.808
0.150,-0.046,0.426,0.183,-1.770,2.380
0.145,-0.064,0.451,0.061,-4.333,2.197
0.153,-0.086,0.486,-0.916,-7.019,1.831
0.154,-0.093,0.506,-3.967,-9.644,1.038
0.137,-0.105,0.502,-8.484,-13.550,0.305
0.124,-0.095,0.503,-12.024,-19.043,-1.099
0.110,-0.082,0.525,-13.428,-24.658,-3.235
0.099,-0.076,0.557,-12.390,-29.663,-4.944
0.112,-0.073,0.598,-10.498,-33.203,-6.165
0.127,-0.070,0.637,-9.705,-36.438,-7.141
0.148,-0.059,0.668,-11.414,-39.612,-7.812
0.176,-0.048,0.667,-15.137,-44.067,-7.935
0.179,-0.043,0.643,-20.386,-52.490,-7.324
0.143,-0.024,0.628,-25.513,-64.575,-7.324
0.109,-0.023,0.591,-28.931,-76.233,-8.484
0.073,-0.022,0.550,-29.358,-82.825,-9.766
0.050,-0.026,0.558,-25.635,-83.679,-10.986
0.041,-0.025,0.589,-18.311,-79.895,-12.390
0.021,-0.024,0.628,-9.277,-71.045,-13.489
0.016,-0.014,0.669,0.671,-57.678,-12.939
0.022,-0.025,0.744,11.047,-43.823,-10.559
0.030,-0.054,0.846,19.958,-35.522,-8.423
0.067,-0.077,0.931,23.865,-35.156,-8.301
0.085,-0.096,0.989,21.423,-39.673,-7.996
0.082,-0.112,1.012,13.428,-43.274,-6.470
0.104,-0.120,1.015,3.174,-46.692,-5.005
0.101,-0.123,0.995,-4.150,-55.420,-5.066
0.049,-0.098,0.928,-6.531,-69.702,-6.409
-0.013,-0.072,0.862,-2.808,-79.285,-7.874
-0.086,-0.041,0.805,4.639,-77.515,-8.606
-0.138,-0.016,0.771,14.160,-63.049,-8.118
-0.162,-0.014,0.806,24.963,-40.649,-8.118
-0.138,-0.040,0.905,34.851,-16.663,-7.568
-0.074,-0.090,1.045,43.945,0.000,-7.751
-0.006,-0.138,1.228,50.049,5.737,-8.911
0.064,-0.164,1.370,49.988,3.418,-9.521
0.101,-0.183,1.399,43.518,-2.075,-8.301
0.104,-0.164,1.326,33.447,-4.700,-4.822
0.033,-0.159,1.214,24.353,-4.089,0.122
-0.044,-0.096,1.044,18.860,0.977,3.479
-0.080,-0.108,0.974,18.738,11.658,6.165
-0.116,-0.084,0.947,23.926,12.634,4.761
-0.139,-0.116,0.993,30.212,7.385,5.249
-0.112,-0.156,1.068,33.630,0.488,4.272
-0.056,-0.179,1.156,34.607,-5.432,1.465
-0.011,-0.203,1.243,34.363,-9.583,-0.305
-0.005,-0.235,1.319,31.372,-13.367,-0.732
-0.010,-0.251,1.389,26.428,-18.372,-1.770
0.021,-0.261,1.393,20.020,-25.024,-5.066
0.067,-0.274,1.387,9.460,-27.283,-6.409
0.048,-0.276,1.364,-6.897,-23.804,-5.432
-0.043,-0.234,1.344,-24.353,-17.395,-3.479
-0.103,-0.223,1.366,-37.109,-9.399,-2.747
-0.094,-0.214,1.432,-42.786,-4.028,-2.258
-0.028,-0.209,1.545,-41.382,-2.014,-2.563
0.067,-0.231,1.693,-34.973,-3.357,-4.211
0.185,-0.238,1.789,-29.236,-5.554,-4.761
0.225,-0.249,1.839,-25.635,-10.742,-3.784
0.225,-0.249,1.848,-25.940,-17.883,-2.014
0.210,-0.244,1.805,-29.846,-23.499,-0.183
0.186,-0.192,1.707,-34.607,-25.208,2.075
0.149,-0.158,1.639,-36.987,-26.367,3.174
0.074,-0.130,1.546,-37.720,-31.799,2.991
0.073,-0.136,1.505,-36.133,-23.071,5.127
0.063,-0.111,1.459,-34.485,-16.235,4.150
0.074,-0.097,1.426,-33.325,-9.521,4.150
0.081,-0.081,1.412,-31.006,-4.944,4.456
0.077,-0.069,1.396,-26.367,-4.272,3.113
0.085,-0.065,1.372,-20.508,-2.686,1.953
0.086,-0.064,1.343,-15.686,-1.526,1.099
0.083,-0.062,1.306,-12.939,-1.709,0.366
0.078,-0.053,1.271,-12.024,-1.099,0.427
0.081,-0.049,1.246,-10.681,-0.977,0.793
0.096,-0.043,1.247,-8.179,-0.183,0.488
0.106,-0.048,1.263,-4.517,1.038,0.610
0.104,-0.051,1.276,-0.183,1.526,1.038
0.110,-0.051,1.283,4.272,2.502,0.916
0.123,-0.057,1.295,9.338,5.981,1.831
0.114,-0.068,1.327,14.099,10.071,2.808
0.096,-0.090,1.347,17.334,11.414,2.686
0.083,-0.099,1.374,17.090,11.963,2.014
0.078,-0.113,1.401,15.442,14.282,2.319
0.092,-0.134,1.409,14.099,16.541,1.648
0.116,-0.151,1.395,11.719,17.029,0.244
0.120,-0.151,1.373,6.531,15.991,0.427
0.095,-0.140,1.365,-0.122,12.329,1.160
0.051,-0.113,1.368,-5.737,8.423,1.343
0.002,-0.090,1.375,-7.568,6.958,1.282
-0.018,-0.074,1.373,-3.784,8.545,1.648
-0.023,-0.078,1.354,3.296,11.353,1.892
-0.002,-0.091,1.313,9.827,13.123,1.465
-0.008,-0.109,1.264,12.268,13.123,2.136
-0.012,-0.122,1.232,11.230,11.719,3.174
-0.025,-0.136,1.206,7.507,9.888,3.967
-0.044,-0.139,1.178,3.540,7.019,4.150
-0.059,-0.130,1.155,0.427,4.822,3.113
-0.073,-0.113,1.150,-0.061,6.165,1.282
-0.066,-0.099,1.146,1.343,10.620,0.671
-0.052,-0.089,1.133,3.174,17.090,1.160
-0.073,-0.072,1.110,6.592,24.902,2.991
-0.076,-0.071,1.086,12.756,34.790,5.371
-0.057,-0.088,1.074,19.592,46.204,7.996
-0.005,-0.101,1.048,22.827,55.969,10.193
0.018,-0.109,1.022,21.179,60.486,11.963
-0.007,-0.109,1.014,15.503,60.913,13.367
-0.054,-0.098,1.010,9.338,61.523,13.916
-0.034,-0.112,0.995,5.066,63.782,13.306
0.030,-0.131,0.975,2.502,65.125,11.719
0.065,-0.141,0.960,0.488,63.416,11.108
0.045,-0.141,0.955,0.732,58.838,10.132
0.034,-0.142,0.952,1.038,54.810,9.460
0.055,-0.136,0.945,-0.732,53.955,9.827
0.080,-0.134,0.947,-5.554,54.260,11.414
0.094,-0.126,0.960,-14.709,53.345,13.306
0.070,-0.111,0.952,-26.245,49.561,15.503
0.004,-0.091,0.938,-34.485,44.739,17.761
-0.052,-0.061,0.901,-36.438,38.513,17.334
-0.047,-0.055,0.843,-33.142,31.982,15.259
-0.022,-0.047,0.765,-27.649,25.452,12.939
0.012,-0.051,0.676,-21.301,19.104,10.559
0.065,-0.050,0.578,-16.174,13.550,8.179
0.097,-0.047,0.517,-12.390,8.179,5.798
0.083,-0.046,0.492,-9.216,4.700,3.906
0.068,-0.040,0.481,-6.470,4.333,2.258
0.069,-0.039,0.471,-5.005,3.357,0.427
0.082,-0.031,0.488,-2.930,0.854,-0.610
0.085,-0.031,0.511,-0.488,-0.122,-0.488
0.072,-0.032,0.520,0.549,0.977,0.977
0.049,-0.030,0.511,0.916,2.441,2.380
0.032,-0.019,0.481,2.319,2.319,2.686
0.025,-0.014,0.436,6.470,2.625,2.563
0.048,-0.021,0.371,12.390,5.310,2.075
0.082,-0.021,0.325,17.761,10.376,2.197
0.099,-0.029,0.312,22.705,15.625,2.686
0.106,-0.049,0.338,25.391,20.569,3.296
0.106,-0.059,0.378,24.658,23.804,2.930
0.113,-0.070,0.417,21.057,24.109,2.014
0.099,-0.073,0.441,16.052,21.545,0.305
0.080,-0.072,0.446,10.437,19.165,-1.587
0.059,-0.060,0.452,6.042,17.822,-3.113
0.049,-0.050,0.442,5.493,16.785,-4.028
0.033,-0.044,0.415,8.240,15.259,-4.578
0.009,-0.037,0.394,12.390,12.024,-4.761
-0.005,-0.025,0.370,16.968,8.667,-4.944
-0.008,-0.026,0.345,21.484,7.629,-5.310
0.002,-0.032,0.337,24.963,8.789,-6.165
0.024,-0.050,0.341,26.367,10.986,-6.714
0.085,-0.077,0.352,25.757,13.794,-8.057
0.174,-0.104,0.364,21.301,14.954,-9.155
0.242,-0.129,0.405,14.465,6.165,-9.644
0.234,-0.135,0.437,6.592,-6.897,-9.521
0.190,-0.131,0.465,-0.671,-14.771,-8.484
0.153,-0.132,0.500,-5.188,-16.418,-7.385
0.117,-0.136,0.559,-7.507,-17.395,-6.714
0.084,-0.128,0.615,-9.705,-21.545,-6.958
0.066,-0.126,0.658,-12.573,-27.588,-7.568
0.062,-0.113,0.673,-14.343,-33.325,-8.667
0.052,-0.087,0.673,-13.672,-37.170,-8.545
0.039,-0.075,0.653,-10.071,-42.358,-8.057
0.038,-0.057,0.635,-4.272,-47.852,-7.751
0.042,-0.049,0.657,3.235,-51.392,-7.935
0.047,-0.067,0.721,9.827,-49.561,-8.179
0.075,-0.090,0.776,11.902,-43.335,-8.789
0.099,-0.104,0.830,9.705,-38.208,-9.888
0.093,-0.119,0.888,5.310,-36.377,-10.559
0.066,-0.118,0.919,-1.160,-36.987,-10.498
0.038,-0.102,0.916,-7.629,-37.781,-10.193
0.024,-0.075,0.883,-12.329,-41.748,-9.460
0.018,-0.063,0.845,-12.634,-48.950,-9.399
0.022,-0.051,0.816,-8.667,-54.993,-9.399
0.032,-0.049,0.790,-2.014,-59.509,-9.827
0.028,-0.046,0.789,6.287,-63.477,-10.437
0.026,-0.054,0.795,15.625,-65.674,-10.315
0.044,-0.075,0.840,24.719,-62.988,-9.033
0.061,-0.110,0.898,33.264,-60.181,-7.080
0.068,-0.134,0.941,39.307,-57.434,-5.188
0.060,-0.164,0.980,39.185,-48.340,-2.686
0.071,-0.167,1.002,31.921,-33.875,-0.183
0.086,-0.166,1.026,21.423,-20.264,0.305
0.104,-0.160,1.053,10.498,-13.794,-0.854
0.150,-0.152,1.029,0.549,-16.296,-3.174
0.148,-0.132,0.981,-5.981,-26.855,-4.761
0.122,-0.121,0.936,-7.263,-37.964,-5.859
0.061,-0.106,0.892,-5.371,-47.424,-6.592
0.003,-0.102,0.856,-3.418,-52.490,-7.324
-0.012,-0.105,0.834,-2.625,-47.974,-7.751
-0.025,-0.123,0.854,-3.784,-34.546,-6.836
-0.011,-0.142,0.922,-7.690,-15.991,-3.967
-0.049,-0.181,1.022,-14.587,2.747,1.343
0.004,-0.219,1.138,-21.545,20.813,6.042
0.059,-0.239,1.354,-25.513,31.677,8.057
0.033,-0.217,1.514,-27.161,23.743,7.812
-0.007,-0.177,1.550,-26.733,7.507,9.460
-0.028,-0.114,1.455,-22.766,-11.230,9.155
-0.047,-0.077,1.287,-16.846,-25.024,7.874
-0.058,-0.038,1.089,-13.245,-32.471,6.775
-0.085,-0.032,0.953,-9.827,-37.903,4.700
-0.128,-0.055,0.951,-4.761,-38.025,2.075
-0.139,-0.085,1.061,0.366,-29.907,-0.977
-0.111,-0.111,1.221,5.981,-17.700,-3.418
-0.077,-0.153,1.383,11.169,-6.775,-4.395
-0.032,-0.190,1.523,13.855,2.686,-4.395
0.021,-0.202,1.614,12.695,8.789,-4.456
0.064,-0.189,1.566,8.057,7.812,-4.700
0.042,-0.148,1.445,1.465,4.578,-3.174
-0.038,-0.095,1.307,-3.113,-0.427,-1.709
-0.088,-0.071,1.221,-4.700,-4.028,-1.282
-0.110,-0.076,1.154,-4.456,-8.850,-2.075
-0.113,-0.071,1.147,-2.869,-13.123,-4.028
-0.105,-0.099,1.206,0.671,-14.099,-5.188
-0.052,-0.142,1.302,3.967,-12.451,-5.981
-0.014,-0.170,1.375,4.883,-9.644,-6.104
0.000,-0.190,1.442,5.188,-7.812,-4.944
0.001,-0.209,1.495,3.906,-5.798,-3.723
0.027,-0.205,1.504,-0.732,-5.005,-2.930
0.032,-0.193,1.502,-6.897,-7.751,-2.319
0.036,-0.174,1.497,-14.526,-10.742,-1.221
0.009,-0.153,1.482,-21.484,-13.000,0.488
-0.011,-0.122,1.449,-25.208,-15.076,2.197
-0.026,-0.103,1.414,-24.902,-14.526,3.296
-0.039,-0.088,1.403,-21.362,-12.817,4.089
-0.039,-0.089,1.409,-16.296,-11.353,4.333
-0.045,-0.092,1.416,-10.559,-8.911,5.005
-0.044,-0.092,1.417,-4.456,-6.104,5.798
-0.041,-0.106,1.422,2.075,-2.747,6.348
-0.031,-0.120,1.429,7.202,1.221,6.348
-0.014,-0.134,1.429,10.864,3.052,6.042
0.010,-0.155,1.430,12.146,4.089,6.104
0.039,-0.164,1.434,9.216,3.845,5.737
0.039,-0.165,1.438,3.479,0.000,5.066
0.008,-0.155,1.441,-2.747,-4.761,4.395
-0.024,-0.135,1.443,-7.751,-8.118,3.784
-0.049,-0.130,1.427,-9.583,-9.827,3.418
-0.057,-0.135,1.393,-9.277,-7.263,2.991
-0.058,-0.134,1.365,-7.751,-2.014,2.075
-0.054,-0.138,1.362,-5.676,0.977,0.244
-0.045,-0.141,1.356,-4.944,1.648,-1.465
-0.051,-0.131,1.351,-6.348,1.892,-2.686
-0.050,-0.114,1.333,-8.423,4.028,-3.296
-0.035,-0.108,1.309,-11.292,7.751,-2.747
-0.010,-0.099,1.288,-16.113,10.925,-1.587
-0.004,-0.094,1.262,-22.583,13.916,0.061
-0.024,-0.083,1.234,-29.114,16.724,2.014
-0.036,-0.069,1.205,-33.447,19.531,3.296
-0.052,-0.065,1.183,-34.607,20.630,3.479
-0.100,-0.063,1.190,-32.471,19.531,2.502
-0.191,-0.042,1.213,-24.780,16.968,2.258
-0.220,-0.055,1.205,-11.475,15.747,1.953
-0.143,-0.070,1.154,1.709,19.897,0.488
-0.029,-0.090,1.093,9.460,25.269,-0.671
0.039,-0.094,1.018,9.277,26.855,-0.793
0.068,-0.085,0.957,4.456,26.733,-0.366
0.082,-0.070,0.905,-1.160,31.372,0.671
0.026,-0.038,0.887,-4.150,40.649,2.686
-0.007,-0.036,0.866,-4.028,49.622,3.784
-0.007,-0.038,0.860,-3.540,54.382,4.456
-0.028,-0.042,0.889,-0.977,53.528,5.066
-0.053,-0.060,0.943,3.601,54.871,7.019
-0.062,-0.077,0.988,8.240,60.181,9.949
-0.068,-0.080,1.009,13.306,61.951,11.719
-0.054,-0.098,1.018,18.372,60.181,11.902
0.016,-0.111,1.011,20.691,58.044,10.864
0.074,-0.109,0.994,19.287,53.406,9.155
0.098,-0.094,0.951,15.869,46.448,7.385
0.139,-0.079,0.886,10.498,37.964,5.371
0.155,-0.055,0.830,5.310,27.100,3.845
0.149,-0.036,0.775,1.038,18.066,3.052
0.119,-0.021,0.744,-1.160,14.893,3.540
0.092,-0.012,0.747,0.427,16.602,5.188
0.022,-0.017,0.820,4.639,23.743,7.690
-0.034,-0.032,0.919,8.484,33.142,10.559
-0.040,-0.055,0.988,11.780,39.490,12.207
-0.022,-0.071,1.003,13.855,42.175,13.000
0.007,-0.080,0.973,13.000,40.710,12.939
0.038,-0.078,0.913,8.545,34.363,12.390
0.027,-0.060,0.845,3.296,22.949,10.986
0.005,-0.042,0.761,-0.366,9.766,9.644
0.007,-0.032,0.669,-0.732,-0.793,6.836
0.027,-0.026,0.612,0.427,-5.005,3.662
0.030,-0.026,0.582,1.587,-3.662,1.343
0.006,-0.031,0.566,2.258,1.099,0.244
-0.020,-0.034,0.568,2.930,7.568,-0.671
-0.037,-0.042,0.598,4.517,17.822,-0.488
-0.041,-0.055,0.625,6.714,33.264,1.526
-0.035,-0.056,0.634,7.019,49.438,4.333
-0.048,-0.041,0.603,5.920,62.744,7.263
-0.057,-0.038,0.547,4.272,78.125,10.864
-0.025,-0.039,0.492,2.808,92.834,13.428
