aX,aY,aZ,gX,gY,gZ
0.566,1.044,4.000,-161.011,-138.611,94.299
0.972,1.038,4.000,-118.774,-104.248,90.149
1.165,0.997,4.000,-76.599,-74.524,77.209
1.416,0.994,4.000,-45.654,-41.809,61.035
1.731,1.018,4.000,-19.592,-2.991,45.471
1.975,1.026,4.000,15.259,33.936,25.513
2.027,1.040,4.000,52.979,66.223,-0.427
1.917,1.063,4.000,88.013,88.257,-29.480
1.647,1.052,4.000,122.131,94.299,-55.542
1.211,1.000,4.000,151.917,79.285,-83.252
0.619,0.940,4.000,173.157,62.927,-107.605
0.066,0.860,3.776,182.617,74.280,-122.559
-0.443,0.941,3.473,178.528,106.323,-134.094
-0.854,0.783,3.540,187.500,166.199,-122.803
-1.398,0.744,3.249,209.595,211.121,-108.765
-1.497,0.916,2.940,215.820,259.033,-101.318
-1.827,0.783,2.650,245.544,292.908,-62.378
-1.936,0.822,2.088,256.348,293.945,-62.073
-2.015,0.869,1.550,259.827,286.865,-60.486
-2.105,0.838,0.840,276.123,265.015,-51.208
-2.090,0.786,0.023,280.457,233.032,-51.025
-1.963,0.717,-0.681,268.677,201.660,-57.190
-1.748,0.649,-1.130,246.826,170.044,-67.261
-1.686,0.960,-1.538,209.351,111.816,-74.524
-1.566,0.733,-1.823,200.439,70.007,-37.292
-0.978,0.726,-1.898,185.913,103.516,14.343
-0.652,0.618,-1.685,167.664,116.516,28.381
-0.301,0.668,-1.556,166.382,119.690,40.588
-0.037,0.644,-1.599,163.330,104.919,40.955
0.079,0.656,-1.740,154.602,82.764,28.687
-0.002,0.672,-2.068,143.677,67.139,8.606
-0.201,0.677,-2.538,132.996,61.707,-7.202
-0.295,0.656,-2.900,113.770,57.922,-8.423
-0.455,0.651,-3.175,85.449,31.189,-7.202
-0.558,0.636,-3.413,55.847,-22.400,-6.958
-0.539,0.622,-3.623,27.588,-80.261,-1.404
-0.423,0.657,-3.674,-5.371,-125.854,5.493
-0.397,0.708,-3.578,-45.776,-161.621,6.104
-0.321,0.765,-3.464,-85.083,-182.373,5.554
-0.223,0.881,-3.562,-117.004,-187.622,7.385
-0.269,1.021,-3.614,-152.039,-175.354,8.667
-0.368,1.201,-3.397,-203.064,-160.828,7.141
-0.666,1.454,-3.118,-252.380,-165.161,-0.610
-1.163,1.696,-2.762,-290.649,-186.707,-9.460
-1.754,1.965,-2.211,-330.811,-213.074,-17.395
-2.256,2.204,-1.266,-371.643,-234.375,-17.944
-2.497,2.368,-0.022,-404.541,-247.437,-11.292
-2.441,2.469,1.625,-429.016,-250.916,0.732
-2.221,2.447,3.491,-434.143,-242.004,9.644
-1.951,2.138,4.000,-401.123,-238.159,11.536
-1.817,1.769,4.000,-342.102,-241.455,13.367
-1.685,1.465,4.000,-277.222,-238.342,20.203
-1.399,1.178,4.000,-230.957,-231.628,30.640
-0.948,0.947,4.000,-203.064,-211.487,36.255
-0.459,0.801,4.000,-166.504,-172.607,43.030
0.138,0.727,4.000,-123.718,-133.423,51.575
0.626,0.701,4.000,-84.839,-101.074,53.223
1.003,0.637,4.000,-43.762,-72.083,47.058
1.440,0.590,4.000,-7.507,-39.124,36.987
1.654,0.585,4.000,26.855,-4.272,20.569
1.666,0.551,4.000,61.401,27.771,-2.258
1.560,0.584,4.000,88.135,57.556,-27.161
1.275,0.603,4.000,117.065,87.158,-50.903
0.845,0.628,4.000,148.499,108.704,-70.862
0.386,0.672,4.000,178.162,121.948,-84.717
-0.131,0.619,4.000,201.843,137.146,-91.553
-0.631,0.604,3.650,213.806,160.339,-93.018
-1.014,0.626,3.243,221.802,189.209,-87.585
-1.334,0.647,2.773,232.483,218.933,-76.721
-1.513,0.654,2.366,238.586,250.305,-64.880
-1.627,0.702,1.986,243.225,270.447,-57.068
-1.658,0.769,1.621,249.573,268.555,-52.185
-1.723,0.791,1.217,258.789,237.915,-50.720
-1.757,0.774,0.771,269.775,194.763,-51.392
-1.725,0.718,0.341,276.489,161.682,-50.842
-1.481,0.698,0.055,271.851,141.785,-54.199
-1.205,0.819,-0.107,250.916,110.229,-56.274
-1.082,1.027,-0.428,235.352,59.998,-38.086
-0.940,0.802,-0.901,253.540,45.227,7.996
-0.813,0.924,-1.493,256.897,81.421,31.494
-0.644,0.889,-1.862,232.361,142.456,48.706
-0.469,0.943,-2.152,206.360,197.876,65.063
-0.399,0.975,-2.469,181.946,213.562,61.523
-0.363,0.900,-2.735,162.842,187.866,47.974
-0.377,0.849,-2.982,143.250,142.517,28.687
-0.421,0.756,-3.153,117.737,99.365,14.832
-0.473,0.680,-3.206,84.351,61.523,1.404
-0.451,0.693,-3.298,45.715,18.188,-9.338
-0.470,0.712,-3.497,9.216,-36.621,-14.587
-0.560,0.733,-3.739,-25.269,-77.576,-16.602
-0.643,0.733,-3.725,-63.843,-84.106,-7.385
-0.697,0.776,-3.484,-109.680,-78.491,5.371
-0.684,0.837,-3.166,-149.475,-77.759,19.226
-0.568,0.929,-2.829,-178.894,-87.524,32.715
-0.575,0.986,-2.516,-205.688,-117.981,32.043
-0.753,1.034,-2.220,-228.210,-158.752,20.569
-0.895,1.055,-1.984,-245.850,-189.026,11.658
-1.045,1.180,-1.789,-259.949,-203.491,9.399
-1.230,1.276,-1.383,-278.015,-208.008,7.507
-1.364,1.352,-0.828,-306.702,-211.914,3.662
-1.524,1.451,-0.055,-335.815,-210.388,2.869
-1.537,1.548,0.985,-358.276,-200.195,9.216
-1.402,1.581,2.080,-364.136,-198.120,19.043
-1.306,1.546,2.928,-339.539,-206.177,23.743
-1.267,1.347,3.558,-296.021,-217.896,22.217
-1.214,1.135,3.945,-253.296,-231.262,19.348
-1.097,1.020,4.000,-221.313,-227.905,19.287
-1.043,0.873,4.000,-197.998,-213.074,22.217
-0.793,0.741,4.000,-182.617,-188.721,27.283
-0.207,0.701,4.000,-169.556,-160.400,36.133
0.226,0.622,4.000,-129.517,-137.085,40.405
0.582,0.507,4.000,-79.529,-120.544,39.734
0.981,0.433,4.000,-42.358,-103.821,31.982
1.285,0.391,4.000,-1.709,-79.895,18.311
1.343,0.348,4.000,41.809,-54.077,0.671
1.254,0.291,4.000,72.266,-33.813,-20.447
1.147,0.282,4.000,88.379,-9.399,-38.269
0.975,0.321,4.000,106.506,16.968,-47.913
0.698,0.327,4.000,131.470,40.649,-53.406
0.364,0.334,4.000,149.536,61.157,-57.251
-0.037,0.332,4.000,158.875,83.130,-59.143
-0.404,0.318,3.749,168.579,120.789,-55.969
-0.705,0.308,3.413,174.744,172.119,-47.424
-0.951,0.305,3.130,179.932,218.445,-38.940
-1.096,0.323,2.883,187.134,244.446,-33.020
-1.195,0.358,2.593,196.533,250.854,-28.198
-1.310,0.378,2.313,208.679,245.239,-25.513
-1.405,0.426,1.978,219.055,230.347,-25.574
-1.517,0.473,1.532,229.797,214.294,-27.893
-1.591,0.508,1.103,237.366,205.322,-29.358
-1.671,0.554,0.686,237.976,192.566,-30.273
-1.675,0.617,0.305,234.009,169.922,-26.978
-1.628,0.682,-0.108,229.553,142.700,-13.550
-1.482,0.669,-0.506,228.882,128.540,9.949
-1.214,0.676,-0.829,225.220,139.465,35.339
-0.944,0.774,-1.055,214.539,161.682,53.711
-0.680,0.816,-1.301,205.078,173.523,64.697
-0.543,0.916,-1.770,203.491,169.861,66.223
-0.450,0.977,-2.320,201.904,152.222,57.617
-0.377,0.952,-2.819,187.683,123.474,41.870
-0.378,0.933,-3.308,159.058,83.923,23.010
-0.441,0.874,-3.688,126.099,42.969,6.897
-0.516,0.818,-3.953,88.257,4.333,-3.723
-0.570,0.783,-4.000,46.814,-31.921,-5.188
-0.557,0.785,-4.000,-29.419,-83.801,7.141
-0.497,0.792,-4.000,-71.472,-89.722,15.747
-0.432,0.854,-3.732,-118.042,-90.027,23.376
-0.419,0.919,-3.264,-164.185,-93.628,27.344
-0.519,0.992,-2.814,-200.439,-110.107,26.123
-0.657,1.073,-2.420,-225.708,-132.935,22.339
-0.855,1.167,-2.071,-245.422,-155.762,18.188
-1.119,1.252,-1.762,-263.855,-175.293,12.085
-1.421,1.328,-1.395,-285.156,-190.552,6.714
-1.739,1.422,-0.896,-308.838,-199.463,5.371
-2.059,1.510,-0.276,-328.491,-203.674,9.888
-2.256,1.603,0.561,-344.299,-206.970,23.254
-2.155,1.636,1.659,-354.736,-205.200,43.762
-1.789,1.676,2.883,-351.929,-194.702,62.012
-1.281,1.590,3.988,-327.759,-181.641,79.468
-0.746,1.398,4.000,-292.480,-172.546,86.426
-0.393,1.229,4.000,-247.009,-166.809,82.642
-0.128,1.059,4.000,-197.693,-160.339,74.036
0.197,0.903,4.000,-159.729,-156.128,65.247
0.510,0.789,4.000,-125.610,-154.175,54.932
0.801,0.711,4.000,-84.717,-151.062,44.739
1.049,0.578,4.000,-48.035,-147.156,32.104
1.118,0.501,4.000,-24.292,-139.099,14.832
1.179,0.454,4.000,-10.925,-114.807,2.075
1.247,0.504,4.000,-0.366,-70.618,-2.441
1.230,0.524,4.000,16.296,-24.353,-5.371
1.131,0.531,4.000,43.030,11.658,-10.132
0.987,0.519,4.000,74.768,45.166,-16.663
0.784,0.484,4.000,102.722,74.829,-25.635
0.580,0.461,4.000,125.549,93.628,-37.842
0.345,0.467,3.995,148.499,105.225,-48.279
-0.012,0.433,3.591,168.884,112.671,-58.960
-0.372,0.488,3.029,181.824,125.122,-69.458
-0.564,0.390,2.739,186.768,159.058,-62.073
-0.886,0.384,2.427,191.284,183.655,-52.734
-1.034,0.410,2.110,186.890,202.820,-61.218
-1.130,0.395,1.876,189.209,222.412,-54.626
-1.135,0.421,1.615,196.838,232.605,-44.495
-1.164,0.449,1.300,203.247,227.295,-40.405
-1.206,0.432,0.891,212.830,213.196,-39.490
-1.243,0.408,0.440,218.994,191.650,-42.175
-1.142,0.397,0.080,214.050,158.386,-50.110
-1.052,0.455,-0.272,200.012,111.755,-55.237
-1.076,0.529,-0.667,190.491,74.463,-43.762
-0.955,0.399,-0.943,190.002,74.158,-12.817
-0.751,0.377,-1.090,178.223,96.741,6.531
-0.562,0.492,-1.138,153.931,117.065,13.123
-0.376,0.438,-1.056,135.925,132.263,23.926
-0.232,0.516,-1.058,128.113,142.273,26.917
-0.112,0.538,-1.095,129.272,143.188,21.851
-0.040,0.540,-1.251,132.751,132.751,9.399
-0.133,0.588,-1.672,137.939,111.206,-8.667
-0.189,0.585,-2.208,141.541,85.510,-21.667
-0.209,0.560,-2.637,125.916,58.838,-29.114
-0.306,0.558,-2.834,90.881,27.222,-30.640
-0.398,0.523,-2.810,52.612,-7.812,-26.550
-0.485,0.489,-2.846,20.691,-44.067,-20.752
-0.590,0.443,-2.947,-2.197,-68.298,-13.000
-0.604,0.407,-2.998,-30.945,-72.937,-6.714
-0.627,0.413,-3.009,-69.031,-70.068,-3.235
-0.626,0.459,-2.920,-102.966,-70.618,0.244
-0.629,0.539,-2.823,-131.897,-77.271,4.639
-0.752,0.657,-2.658,-156.738,-94.177,7.812
-0.979,0.792,-2.413,-181.335,-123.901,8.850
-1.155,0.921,-2.197,-206.116,-159.180,9.460
-1.370,1.076,-2.032,-229.126,-183.044,11.963
-1.670,1.218,-1.632,-260.803,-180.603,12.634
-1.842,1.335,-0.942,-302.551,-164.612,15.991
-1.878,1.427,-0.122,-334.412,-155.579,24.048
-1.725,1.561,0.708,-342.773,-157.104,35.645
-1.552,1.615,1.552,-331.543,-166.077,46.265
-1.279,1.620,2.543,-322.021,-172.607,52.002
-1.082,1.550,3.609,-315.918,-175.354,56.763
-0.936,1.405,4.000,-291.748,-175.903,56.458
-0.790,1.301,4.000,-253.052,-177.979,55.420
-0.432,1.165,4.000,-218.750,-178.223,56.274
-0.033,1.022,4.000,-189.880,-175.110,55.603
0.459,0.895,4.000,-160.767,-167.419,49.133
0.945,0.772,4.000,-137.390,-150.330,39.368
1.413,0.677,4.000,-113.831,-117.493,31.128
1.878,0.638,4.000,-85.510,-69.397,26.855
2.132,0.622,4.000,-46.021,-25.146,21.606
2.211,0.583,4.000,0.977,-0.977,7.935
2.078,0.570,4.000,47.180,7.507,-12.207
1.749,0.548,4.000,89.539,13.245,-34.119
1.355,0.560,4.000,120.728,23.132,-54.321
0.841,0.564,4.000,148.437,37.598,-72.449
0.247,0.552,4.000,171.082,61.768,-83.130
-0.290,0.549,3.786,182.495,99.548,-84.839
-0.866,0.551,3.180,182.861,145.874,-79.956
-0.958,0.458,2.918,187.134,204.651,-63.965
-1.144,0.448,2.571,195.374,229.736,-47.485
-1.221,0.460,2.164,186.951,223.328,-59.998
-1.328,0.406,1.847,187.012,214.233,-60.364
-1.353,0.411,1.530,192.932,204.651,-52.856
-1.369,0.423,1.211,196.045,188.416,-48.279
-1.357,0.421,0.884,199.463,165.955,-44.373
-1.313,0.412,0.516,203.552,140.259,-42.725
-1.240,0.403,0.173,201.233,114.197,-45.959
-1.152,0.455,-0.106,184.387,88.745,-48.645
-1.124,0.547,-0.430,165.222,67.444,-37.537
-1.191,0.438,-0.797,167.175,68.115,-8.545
-1.034,0.331,-1.088,175.720,107.849,26.367
-0.806,0.352,-1.311,159.485,151.123,44.617
-0.638,0.495,-1.400,139.648,180.237,49.500
-0.439,0.468,-1.558,140.564,194.641,59.753
-0.278,0.535,-1.954,151.367,180.359,58.167
-0.311,0.487,-2.406,155.396,139.038,42.725
-0.388,0.428,-2.659,138.367,96.436,24.475
-0.485,0.408,-2.761,100.708,54.443,11.658
-0.584,0.380,-2.822,65.369,14.771,5.981
-0.636,0.351,-2.867,40.894,-9.583,7.263
-0.680,0.333,-2.896,20.203,-26.123,15.320
-0.677,0.329,-2.923,1.648,-45.227,26.672
-0.663,0.339,-2.884,-18.066,-63.477,38.513
-0.605,0.326,-2.738,-43.213,-75.989,49.927
-0.536,0.352,-2.555,-70.068,-88.379,59.265
-0.507,0.392,-2.318,-94.116,-107.178,65.613
-0.431,0.462,-2.094,-116.516,-131.226,64.209
